Cust_ID,Buy_product,Name,Newsletter_Subscription,Year_Birth,Membership,Preferred_Game_Genre,FidelityPoints,S1_GameplayExperience,S2_GameMechanics,S3_GameBalance,S4_GameLength,S5_MaterialQuality,S6_ValueForPrice,S7_Artwork_Design,S8_ThemeIntegration,S9_PlayerIteration,S10_LevelAdjust,S11_RuleClarity,S12_StrategicThinking,S13_ReplayValue,S14_Recommendation
1961,0,Mr. James King,no,1991.0,Premium,Party,4862,3,3,3,3,1,3,1,1,1,1,3,1,3,1
1962,1,Ms. Sandra Edwards,yes,1993.0,Premium,Strategy,3809,1,1,1,1,4,4,4,4,5,5,4,3,5,4
1963,0,Ms. Mary Martin,yes,1967.0,Non-Premium,Party,6655,3,5,3,5,3,5,5,2,2,3,5,5,2,3
1964,1,Mr. Nicholas Mathews,yes,1986.0,Premium,Strategy,6572,3,3,3,3,2,4,4,2,2,2,2,5,2,5
1965,0,Ms. Zoe Aguilar,no,1998.0,Premium,Party,4729,3,3,3,3,4,3,4,4,3,4,4,5,5,4
1966,1,Ms. Carrie Orr,yes,1979.0,Premium,Strategy,6499,5,5,5,5,2,5,5,3,3,3,3,5,3,3
1967,1,Ms. Ellen Collins,yes,,Premium,Party,4942,4,2,2,2,4,4,4,4,2,2,1,2,3,4
1968,1,Ms. Mrs. Michele Schaefer,yes,1959.0,Non-Premium,Party,5769,2,2,2,2,2,5,4,5,5,5,5,3,5,4
1969,1,Mr. Matthew Torres,yes,1991.0,Premium,Strategy,2369,5,5,5,5,2,2,2,2,4,3,3,2,4,2
1970,1,Ms. Rebecca Chan,yes,1970.0,Premium,Thematic,6784,5,5,5,5,1,5,1,5,5,5,5,5,5,5
1971,1,Ms. Mrs. Shannon Young,yes,1965.0,Premium,Strategy,6335,2,2,2,2,2,5,5,5,5,5,5,3,5,4
1972,1,Mr. Christopher Morton,yes,1987.0,Premium,Strategy,6419,4,4,4,4,5,4,4,5,5,5,5,3,5,5
1973,1,Ms. Alison Castillo,yes,2011.0,Non-Premium,Party,5449,4,2,2,2,4,2,3,4,4,4,4,3,4,1
1974,0,Mr. Jeffrey Thompson,yes,1963.0,Non-Premium,Party,4491,3,5,3,3,2,3,2,2,5,5,5,4,4,2
1975,1,Ms. Kelly Baird,yes,1980.0,Premium,Strategy,6041,4,4,4,4,3,5,4,4,4,4,4,3,4,5
1976,0,Mr. Michael Michael,yes,2006.0,Premium,Thematic,5234,2,4,4,4,2,2,2,2,2,1,4,2,4,2
1977,0,Mr. Edward Anderson,y,1953.0,Non-Premium,Party,4906,4,4,4,3,3,4,3,3,2,1,3,2,4,3
1978,1,Ms. Elizabeth Martinez,no,,Premium,Strategy,5609,0,0,0,2,5,0,5,5,4,4,5,3,4,5
1979,1,Mr. Joshua Fisher,yes,1994.0,Premium,Strategy,4720,2,2,2,2,4,4,4,4,5,4,4,5,4,4
1980,0,Ms. Tamara Morris,yes,1998.0,Premium,Strategy,3286,2,5,5,5,2,2,2,2,4,4,4,1,4,2
1981,1,Mr. Anthony Chang,yes,1980.0,Premium,Strategy,4330,4,4,4,4,3,5,4,5,5,5,5,3,5,5
1982,1,Mr. Brian Lee,yes,1979.0,Premium,Strategy,3058,5,5,5,5,4,4,5,3,3,3,3,5,3,5
1983,1,Mr. Stephen Carpenter,yes,1964.0,Premium,Strategy,5063,3,3,2,3,3,4,5,2,2,2,2,4,2,3
1984,1,Ms. Laura Jones,yes,1975.0,Premium,Strategy,3739,2,2,2,2,3,4,4,4,4,4,4,3,4,5
1985,0,Ms. Courtney Lawrence,no,1978.0,Premium,Party,5317,2,3,2,2,4,2,5,4,4,2,1,2,5,4
1986,0,Mr. Gregory Prince,yes,1986.0,Non-Premium,Party,5725,3,2,3,3,4,3,4,4,4,1,4,2,4,4
1987,1,Mr. Mark Reeves,no,1972.0,Premium,Strategy,4531,3,3,3,3,5,3,5,5,5,2,5,3,4,5
1988,1,Mr. Kyle Ruiz,yes,1965.0,Non-Premium,Party,5205,0,4,0,3,5,0,5,5,5,4,4,4,4,5
1989,1,Ms. Amy Johnson,yes,1980.0,Premium,Party,5336,5,3,4,3,5,5,5,5,2,1,3,1,4,5
1990,1,Mr. Tyrone Murphy,yes,1979.0,Premium,Strategy,3515,3,3,3,3,2,1,5,5,5,5,5,1,5,4
1991,0,Ms. Andrea Arnold,no,1991.0,Premium,Party,5360,1,1,1,3,4,1,4,4,4,5,3,3,4,4
1992,1,Ms. Alyssa Payne,no,1997.0,Premium,Party,3862,5,5,5,3,1,5,1,1,4,3,3,4,4,1
1993,0,Ms. Jessica Rogers,yes,1964.0,Premium,Strategy,6785,3,5,5,5,4,2,3,1,1,2,3,3,1,4
1994,0,Mr. Joseph Pruitt,yes,1970.0,Non-Premium,Party,5634,3,0,3,3,3,3,1,3,4,5,3,3,5,3
1995,0,Mr. Christopher Anderson,yes,1987.0,Non-Premium,Party,5433,3,3,3,3,1,3,1,1,4,4,2,2,2,1
1996,1,Ms. Michele Frye,yes,1972.0,Premium,Strategy,5892,4,4,4,4,2,4,4,2,2,2,2,4,2,4
1997,0,Mr. Brian Rivera,no,1996.0,Premium,Strategy,5061,2,4,1,2,4,1,4,4,3,4,4,5,4,4
1998,1,Mr. Cesar Hampton,yes,1982.0,Premium,Strategy,6712,0,0,0,3,1,2,4,3,3,4,4,2,3,3
1999,0,Ms. Mrs. Jenny Oneill,yes,2014.0,Non-Premium,Party,4642,4,5,4,2,2,4,2,2,5,2,5,4,4,2
2000,1,Mr. Francisco Clayton,yes,1969.0,Premium,Strategy,5486,5,5,2,5,4,4,4,2,2,2,2,4,2,4
2001,0,Mr. Craig Adams,yes,1972.0,Premium,Strategy,6419,2,4,4,4,5,4,3,2,2,2,2,4,2,1
2002,0,Mr. Donald Davis,no,1983.0,Premium,Party,4065,3,3,3,2,3,1,1,3,1,2,4,1,1,1
2003,1,Mr. William Johnson,yes,1977.0,Premium,Strategy,4213,4,4,3,4,5,5,4,4,4,4,4,3,4,5
2004,0,Ms. Madison Duffy,yes,1985.0,Premium,Strategy,4057,1,1,1,1,1,1,1,3,2,3,3,1,2,1
2005,0,Ms. Tammy Hill,yes,1972.0,Premium,Strategy,3572,4,2,2,2,4,1,2,4,4,4,4,2,4,1
2006,1,Ms. Patricia Murphy,yes,1982.0,Premium,Strategy,3590,0,4,0,4,4,5,5,1,1,1,1,4,1,3
2007,1,Ms. Susan Kelly,yes,1980.0,Premium,Strategy,4748,1,1,1,1,2,4,5,4,4,5,4,1,4,5
2008,1,Ms. Jessica Brown,no,1984.0,Premium,Strategy,4780,2,2,2,3,2,2,2,2,3,3,4,4,5,2
2009,1,Mr. Joseph Roman,yes,1987.0,Premium,Strategy,6332,3,3,3,3,5,5,4,4,4,4,4,3,4,4
2010,0,Mr. Robert Wilson,no,1991.0,Premium,Party,4184,1,1,1,2,5,1,5,5,2,4,2,1,3,5
2011,1,Mr. Michael Reyes,yes,1961.0,Premium,Party,4593,4,2,2,2,4,4,4,4,1,1,5,4,5,4
2012,1,Ms. Alexis Barrett,yes,1985.0,Premium,Strategy,6472,3,3,3,3,5,5,5,3,3,5,3,1,3,1
2013,0,Mr. James Smith,yes,2010.0,Non-Premium,Strategy,4669,3,4,2,1,1,2,2,1,5,4,4,5,5,1
2014,0,Mr. Dale Reed,no,1995.0,Premium,Strategy,4851,2,1,1,4,3,1,3,3,5,5,4,5,5,3
2015,0,Mr. David Archer,yes,1954.0,Non-Premium,Party,5010,4,4,4,3,4,4,4,4,3,2,5,4,5,4
2016,0,Mr. Charles Roman,yes,1970.0,Premium,Strategy,5377,3,2,2,2,5,3,4,3,3,3,3,2,3,1
2017,0,Ms. Julie Stewart,yes,1973.0,Premium,Strategy,4333,5,4,4,4,2,3,3,5,5,4,5,3,5,2
2018,0,Ms. Whitney Armstrong,yes,1966.0,Premium,Strategy,4650,2,5,5,5,3,4,4,2,2,2,2,3,2,3
2019,0,Ms. Daisy Wilkerson,no,1997.0,Premium,Thematic,4512,2,1,2,4,2,2,2,2,4,3,3,1,3,2
2020,1,Ms. Molly Hogan,yes,1996.0,Non-Premium,Thematic,6075,5,1,5,3,5,2,2,3,5,4,4,2,4,2
2021,1,Ms. Shannon Barnes,yes,1973.0,Non-Premium,Party,6325,1,1,1,1,5,5,5,5,5,3,5,5,5,5
2022,1,Mr. Gerald Cunningham,yes,1965.0,Premium,Strategy,5351,1,1,1,1,4,5,5,5,5,5,5,5,5,5
2023,0,Ms. Samantha Lee,no,1995.0,Premium,Party,3527,3,4,4,3,1,3,1,1,4,4,3,1,3,1
2024,0,Mr. Mr. Robert Lynn,no,1984.0,Premium,Strategy,5467,1,1,1,3,3,1,3,3,3,3,4,4,4,3
2025,0,Mr. Gerald Griffin,yes,1989.0,Premium,Strategy,3834,2,1,1,1,2,2,2,2,2,2,3,4,4,2
2026,0,Mr. Victor Raymond,yes,1986.0,Non-Premium,Party,5473,1,4,1,5,4,1,4,4,3,2,4,4,4,4
2027,0,Mr. Spencer Dillon,yes,1989.0,Non-Premium,Party,5381,3,2,3,3,1,3,1,1,4,5,3,4,3,1
2028,1,Ms. Kimberly Wyatt,yes,1985.0,Premium,Strategy,3758,3,3,3,3,4,5,4,5,5,5,5,3,5,4
2029,0,Ms. Patricia Sanford,yes,1975.0,Non-Premium,Party,5910,4,4,4,3,1,3,3,5,5,4,5,4,5,5
2030,1,Mr. Gregory Brady,yes,1977.0,Premium,Strategy,4483,1,1,1,1,3,5,3,4,4,4,4,5,4,3
2031,0,Ms. Ashley Robinson,no,2003.0,Premium,Party,4992,3,2,3,4,2,3,2,2,1,4,3,1,3,2
2032,1,Ms. Audrey Kelly,yes,1967.0,Non-Premium,Party,5369,5,2,5,3,4,2,3,4,4,5,3,3,4,2
2033,0,Ms. Anna Reid,yes,1967.0,Non-Premium,Thematic,5388,4,5,5,3,3,3,5,3,3,5,3,5,3,3
2034,1,Mr. Kenneth Williams,yes,1970.0,Premium,Strategy,6911,1,1,1,1,4,3,5,5,5,5,4,3,5,5
2035,1,Ms. Jennifer Martin,yes,1974.0,Premium,Strategy,6119,4,4,4,4,5,5,5,4,4,5,4,5,4,5
2036,1,Mr. Mark Russell,no,1994.0,Premium,Strategy,5277,4,4,4,2,2,4,2,2,4,4,4,3,4,2
2037,1,Ms. Stephanie Jones,yes,1960.0,Non-Premium,Party,6689,3,1,1,1,3,3,3,3,1,2,3,4,2,3
2038,1,Ms. Erika Douglas,yes,1951.0,Non-Premium,Strategy,6408,4,4,4,4,3,5,4,3,3,4,3,4,3,4
2039,0,Mr. Wesley Alexander,yes,2000.0,Non-Premium,Thematic,3851,1,2,1,3,3,1,3,3,1,2,4,1,3,3
2040,0,Ms. Carolyn Boyle,no,1976.0,Premium,Strategy,4452,1,2,2,3,1,1,1,1,4,5,4,4,4,1
2041,1,Ms. Patricia Brown,no,1997.0,Premium,Party,4904,4,0,4,1,5,4,3,5,3,3,5,3,4,5
2042,0,Mr. Ronald Good,yes,1951.0,Non-Premium,Party,5188,1,3,1,1,3,1,3,3,4,4,1,3,2,3
2043,1,Ms. Claudia Escobar,yes,1983.0,Non-Premium,Party,5051,5,5,4,5,4,5,5,5,5,5,5,4,5,3
2044,1,Ms. Jessica Miller,yes,1998.0,Premium,Strategy,5057,5,5,5,5,5,5,5,5,1,1,1,2,5,5
2045,0,Mr. Keith Lee,yes,1959.0,Non-Premium,Thematic,4325,1,4,0,4,2,0,2,2,5,2,5,5,4,2
2046,0,Mr. Brandon Nguyen,yes,1987.0,Non-Premium,Party,5862,2,2,2,3,2,2,2,2,3,1,3,3,4,2
2047,0,Ms. Cassandra Wright,no,2000.0,Premium,Party,5812,2,4,2,3,1,2,1,1,1,5,3,3,4,1
2048,0,Ms. Allison Roberts,yes,1990.0,Premium,Thematic,5833,2,2,4,4,2,2,2,2,2,1,4,4,4,2
2049,1,Mr. Justin Shields,yes,1971.0,Non-Premium,Party,5137,4,2,4,4,1,4,4,1,3,2,3,3,4,1
2050,0,Mr. Edward Edwards,y,1964.0,Non-Premium,Party,3579,1,5,1,1,1,1,1,1,4,2,5,5,4,1
2051,1,Ms. Stephanie Johnson,no,1999.0,Premium,Strategy,5132,5,2,5,3,2,5,2,2,5,2,5,5,5,2
2052,0,Mr. Gregory Ramsey,yes,1964.0,Premium,Strategy,6151,2,2,2,2,3,4,3,2,2,2,2,1,2,2
2053,1,Ms. Jessica Oconnor,yes,2011.0,Non-Premium,Thematic,5342,2,2,2,2,5,4,5,4,4,4,4,1,4,4
2054,1,Mr. Mario Wood,yes,1969.0,Premium,Strategy,6631,5,5,5,5,5,4,4,3,3,3,3,3,3,4
2055,1,Ms. Paige Sellers,yes,1969.0,Premium,Strategy,3118,3,3,3,3,4,4,5,5,5,5,5,3,5,4
2056,0,Mr. Bernard Baldwin,yes,1961.0,Non-Premium,Party,4821,2,1,2,2,2,2,2,2,4,5,1,4,2,2
2057,0,Mr. Marcus Sanchez,yes,2005.0,Non-Premium,Party,5179,1,5,1,3,1,1,1,1,3,2,5,3,4,1
2058,0,Mr. Michael Phillips,yes,1972.0,Premium,Party,5637,4,3,3,3,4,4,4,4,4,5,4,4,3,4
2059,1,Ms. Tammy Thomas,yes,1962.0,Premium,Strategy,6688,1,1,1,1,3,4,5,3,3,4,3,5,3,5
2060,1,Ms. Tina Turner,no,1998.0,Premium,Party,5331,0,2,0,4,5,0,5,5,3,2,4,4,4,5
2061,1,Ms. Karen Barton,yes,1974.0,Premium,Strategy,4058,3,3,3,3,4,4,5,3,3,4,3,4,3,3
2062,1,Ms. Sarah Harris,yes,2005.0,Non-Premium,Party,4997,2,2,2,2,3,4,3,3,4,3,3,4,4,3
2063,1,Ms. Christine Harmon,yes,1988.0,Premium,Strategy,4196,4,4,4,4,2,4,5,3,3,2,3,5,3,5
2064,1,Ms. Denise Miller,yes,2009.0,Non-Premium,Party,5277,5,5,2,5,2,5,5,4,4,4,4,4,4,3
2065,1,Ms. Ruth Garcia,yes,1989.0,Premium,Strategy,3194,4,4,4,4,4,4,5,4,4,4,4,3,4,4
2066,1,Mr. Gerald Davis,yes,1986.0,Premium,Strategy,4429,5,5,5,5,2,5,1,4,4,4,4,5,4,2
2067,1,Ms. Susan Mccoy,yes,1982.0,Premium,Strategy,5433,4,4,2,4,3,5,4,3,3,3,3,5,3,3
2068,0,Ms. Megan Moore,no,1997.0,Premium,Party,5487,2,1,2,2,5,2,1,5,4,1,2,1,2,5
2069,0,Ms. Rebecca Miller,yes,1971.0,Premium,Strategy,6240,3,2,2,2,4,3,3,3,3,3,3,2,3,4
2070,1,Ms. Denise Hudson,yes,1988.0,Premium,Strategy,6451,3,3,3,3,5,4,5,5,5,5,5,5,5,3
2071,0,Mr. Robert Mcdonald,yes,1980.0,Premium,Strategy,6724,4,3,2,3,1,4,3,4,4,4,4,1,4,2
2072,0,Ms. Nicole Brady DDS,no,1987.0,Premium,Party,5692,2,3,2,4,3,2,3,3,2,2,3,2,3,3
2073,1,Ms. Jennifer Gomez,yes,1998.0,Premium,Strategy,3243,3,3,3,3,5,5,5,5,3,2,3,5,4,5
2074,1,Mr. Lawrence Allison,yes,1973.0,Premium,Strategy,5481,2,2,2,2,3,5,4,5,5,5,5,4,5,4
2075,1,Mr. Bobby Stone,yes,2000.0,Premium,Strategy,3841,2,4,2,2,4,4,4,4,4,3,4,3,5,4
2076,1,Ms. Kristy Lewis,yes,1976.0,Non-Premium,Party,6601,3,3,3,3,3,4,4,5,5,5,5,4,5,3
2077,0,Ms. Martha Cox,yes,1975.0,Premium,Strategy,5793,4,4,4,4,5,3,3,4,4,4,4,4,4,3
2078,1,Ms. Lori Good,yes,1996.0,Premium,Thematic,4249,4,3,3,3,4,4,3,4,1,1,2,2,4,4
2079,0,Mr. Barry Fuller,yes,1975.0,Non-Premium,Party,5706,2,4,2,2,3,2,3,3,4,2,4,5,4,3
2080,0,Ms. Samantha Ramirez,yes,1958.0,Premium,Strategy,5319,4,3,3,3,1,1,2,4,4,4,4,1,4,3
2081,1,Mr. Gregory Mccall,yes,1993.0,Premium,Strategy,2798,2,2,2,2,5,5,5,3,4,3,3,5,2,5
2082,1,Mr. Michael Allen,yes,1987.0,Premium,Strategy,6921,0,3,0,3,5,2,2,3,3,3,3,5,3,5
2083,0,Mr. Kevin Gutierrez,yes,1981.0,Premium,Strategy,3914,4,2,2,2,3,4,4,1,1,1,4,1,1,2
2084,0,Ms. Aimee Murphy,yes,1969.0,Premium,Strategy,3673,1,2,3,2,4,3,3,1,1,1,1,1,1,1
2085,1,Ms. Angela Williams,yes,1971.0,Non-Premium,Party,6361,2,2,2,2,2,4,4,5,5,5,5,3,5,3
2086,1,Mr. David May,yes,1955.0,Premium,Party,5285,5,1,1,1,5,5,5,5,5,1,3,5,4,5
2087,0,Mr. Justin Lewis,yes,2012.0,Non-Premium,Party,3499,2,5,2,1,2,2,2,2,4,3,4,5,4,2
2088,0,Ms. Deborah Mcclure,no,1984.0,Premium,Strategy,5116,1,1,1,4,1,1,1,1,1,4,4,2,3,1
2089,0,Mr. Mark Sanchez,yes,1979.0,Premium,Party,5316,4,5,5,5,4,4,4,4,2,4,3,4,2,4
2090,1,Mr. Cody Griffith,yes,1968.0,Premium,Strategy,6527,3,3,3,3,4,5,5,4,4,4,4,5,4,5
2091,1,Mr. Derek Lynch,yes,1996.0,Non-Premium,Party,5188,5,3,5,4,3,5,3,3,1,2,4,4,3,3
2092,1,Ms. Alicia Sharp,yes,1967.0,Premium,Strategy,3261,1,1,1,1,2,3,4,5,5,5,5,4,5,3
2093,0,Mr. Christopher Bond,yes,1994.0,Non-Premium,Strategy,5355,4,3,4,1,1,4,1,1,2,1,5,2,5,1
2094,1,Mr. Matthew Nicholson,no,2000.0,Premium,Strategy,3206,5,5,5,3,5,4,4,4,2,3,4,4,3,4
2095,1,Ms. Katelyn Watkins,no,1999.0,Premium,Strategy,3697,5,0,5,4,1,0,5,1,5,2,5,4,4,1
2096,0,Ms. Mary Simpson,no,1985.0,Premium,Strategy,5106,2,2,2,1,1,2,1,1,5,4,4,4,5,1
2097,1,Ms. Erin Baker,yes,1967.0,Premium,Strategy,5432,3,2,3,3,3,5,5,4,4,4,4,5,4,3
2098,1,Mr. Richard Peters,yes,1974.0,Premium,Strategy,6525,4,4,4,4,5,4,4,4,4,4,4,3,4,3
2099,1,Ms. Heather Young,yes,1966.0,Premium,Party,5948,5,1,3,1,5,2,2,5,5,5,5,3,5,3
2100,1,Ms. Leslie Peterson,yes,1968.0,Non-Premium,Party,6152,4,4,3,4,2,5,5,4,4,4,4,5,4,4
2101,1,Ms. Pam Diaz,yes,1996.0,Premium,Strategy,3973,3,3,3,3,4,4,4,4,2,2,5,4,5,4
2102,0,Mr. Mark Williams,yes,1990.0,Non-Premium,Party,4851,3,4,2,4,5,2,5,5,3,2,5,4,4,5
2103,0,Mr. Larry Ayers MD,yes,1973.0,Non-Premium,Party,4583,1,4,1,4,2,1,2,2,3,4,3,2,3,2
2104,0,Ms. Amy Jones,yes,1957.0,Non-Premium,Thematic,6410,4,5,4,5,2,5,5,4,4,4,4,5,4,4
2105,0,Ms. Kimberly Pacheco,yes,2013.0,Non-Premium,Party,4883,2,4,2,5,2,1,1,3,5,4,5,1,4,1
2106,1,Ms. Crystal Williamson,yes,2007.0,Non-Premium,Party,4440,4,5,4,3,2,4,2,2,3,2,5,3,5,2
2107,0,Mr. Christian Ruiz,yes,1954.0,Non-Premium,Thematic,5687,1,4,1,3,2,1,2,2,3,3,4,2,4,2
2108,1,Ms. Elizabeth Welch,yes,,Non-Premium,Party,6283,5,5,4,5,5,5,5,3,4,3,4,5,3,5
2109,0,Ms. Nicole Rogers,no,1994.0,Premium,Party,5144,1,1,1,4,4,1,4,4,1,1,4,4,3,4
2110,1,Ms. Alexandria Hill,yes,1978.0,Premium,Strategy,3900,3,3,3,3,5,5,4,4,4,4,4,3,4,3
2111,1,Ms. Karen Palmer,yes,1978.0,Premium,Strategy,3041,3,3,3,3,3,5,4,5,5,5,4,4,5,3
2112,1,Mr. Dean Tucker,yes,1993.0,Premium,Strategy,5110,5,5,5,5,3,3,3,3,3,2,5,4,5,3
2113,0,Mr. Scott Gibson,yes,1990.0,Non-Premium,Party,5486,2,4,2,3,1,2,1,1,3,2,1,2,2,1
2114,1,Ms. Amanda Carrillo,yes,2014.0,Non-Premium,Party,4088,1,1,1,1,4,3,2,4,4,4,4,3,4,2
2115,0,Ms. Sandra Fuller,no,1984.0,Premium,Strategy,5128,4,4,4,4,4,4,2,4,4,5,5,5,5,4
2116,0,Mr. Louis Morrison,yes,1981.0,Non-Premium,Party,4741,1,2,1,4,3,1,3,3,2,2,4,3,4,3
2117,1,Mr. Alan Smith,yes,1999.0,Premium,Strategy,4990,2,5,2,2,4,4,4,4,5,1,1,4,2,4
2118,1,Ms. Cindy Brown,no,1996.0,Premium,Strategy,5601,5,4,5,4,2,5,2,2,5,2,4,3,5,2
2119,1,Ms. Kathryn Soto,yes,1956.0,Non-Premium,Party,6553,4,3,3,3,4,4,4,4,4,2,1,5,5,4
2120,1,Mr. Philip Mosley,yes,1970.0,Premium,Strategy,4605,3,3,3,3,4,5,5,3,3,3,3,3,3,4
2121,0,Mr. Joseph Williamson,no,1988.0,Premium,Strategy,5354,2,2,2,2,3,2,3,3,4,5,4,3,4,3
2122,0,Ms. Kara Miller,yes,2010.0,Premium,Thematic,2854,2,1,1,1,2,2,2,1,1,3,3,2,4,2
2123,0,Mr. Chase Reeves,yes,1971.0,Non-Premium,Party,4078,2,5,2,4,5,2,5,5,5,2,5,4,1,5
2124,1,Ms. Tiffany Villa,yes,1956.0,Non-Premium,Party,6626,2,2,2,2,1,2,3,5,5,5,5,3,5,4
2125,0,Mr. Zachary Rice,yes,1995.0,Premium,Strategy,2713,1,2,2,2,1,2,1,1,2,1,4,3,3,1
2126,0,Ms. Deborah Craig,yes,1995.0,Premium,Party,5249,4,1,1,1,4,4,3,4,4,5,4,3,3,4
2127,1,Ms. Amber Taylor MD,yes,1983.0,Premium,Strategy,5053,2,2,2,2,2,5,4,4,4,4,4,3,4,5
2128,0,Mr. Michael Evans,no,1953.0,Premium,Party,4698,2,2,2,4,4,2,4,4,1,5,4,4,3,4
2129,0,Ms. Patricia Brown,yes,1992.0,Premium,Strategy,4747,3,3,3,3,3,3,3,3,2,5,4,2,3,3
2130,0,Ms. Kathy Payne,yes,1971.0,Non-Premium,Thematic,6552,4,5,4,3,2,4,4,2,2,4,2,4,2,5
2131,0,Mr. Jack Turner,no,1962.0,Premium,Party,4373,2,2,2,3,4,2,2,4,4,5,3,3,4,4
2132,1,Mr. Jeremiah Cox,yes,1972.0,Premium,Strategy,6341,3,3,3,3,5,5,4,5,5,5,5,3,5,5
2133,0,Mr. Richard Garza,yes,1951.0,Premium,Party,4131,1,2,2,2,1,1,1,1,4,4,3,3,3,1
2134,1,Mr. Wyatt Dunn,no,1998.0,Premium,Strategy,5086,5,0,5,1,5,5,5,5,4,4,5,4,5,5
2135,0,Ms. Karen Allen,yes,1986.0,Non-Premium,Party,5632,4,3,5,2,4,5,4,4,3,5,5,1,1,4
2136,1,Ms. Janice Wells,yes,1991.0,Non-Premium,Party,5234,4,4,4,4,2,4,2,2,4,2,5,3,4,2
2137,0,Mr. Luke Nguyen,yes,1951.0,Non-Premium,Party,4807,1,0,1,1,4,1,4,4,4,2,5,5,4,4
2138,0,Mr. Dominic Williams,y,1987.0,Non-Premium,Party,5139,4,4,0,2,3,0,4,3,5,2,1,5,2,3
2139,1,Ms. Shannon Williamson,yes,2010.0,Non-Premium,Party,5936,5,5,5,5,2,4,4,4,4,4,4,3,4,4
2140,0,Mr. Robert Smith,yes,1957.0,Non-Premium,Party,4257,3,2,3,1,2,3,2,2,2,5,1,1,2,2
2141,1,Mr. Mr. Gary Baxter,yes,1979.0,Premium,Party,4791,5,4,4,4,5,5,5,5,2,1,3,5,2,5
2142,1,Ms. Heather Carroll,yes,1976.0,Non-Premium,Thematic,6467,3,3,3,3,5,5,4,4,4,4,4,3,4,5
2143,0,Mr. Chad Rocha,no,1994.0,Premium,Strategy,5154,2,2,2,4,3,2,3,3,5,5,5,5,4,3
2144,1,Mr. George Smith,yes,1995.0,Premium,Party,3664,5,5,5,5,5,5,5,5,5,3,5,3,5,5
2145,0,Ms. Julia Bridges,yes,1999.0,Premium,Thematic,5733,2,1,1,1,2,2,1,2,2,5,4,2,3,2
2146,1,Mr. Louis Gomez,yes,1980.0,Premium,Thematic,5802,4,5,3,5,4,4,4,4,3,1,3,3,2,4
2147,1,Ms. Sarah Taylor,yes,2000.0,Non-Premium,Party,5459,1,1,1,1,2,4,4,3,3,4,5,4,3,4
2148,1,Mr. Jacob Chapman,yes,1988.0,Premium,Strategy,5780,5,5,5,5,6,5,4,5,4,4,5,1,2,5
2149,0,Mr. Cory Dixon,yes,1964.0,Non-Premium,Party,4966,1,5,1,1,4,1,4,4,3,4,4,4,4,4
2150,1,Ms. Sarah Osborn,yes,2001.0,Non-Premium,Party,3189,3,3,3,3,3,5,4,5,5,5,5,5,5,5
2151,0,Ms. Dawn Ware,yes,1953.0,Non-Premium,Party,6181,3,5,3,4,1,3,3,5,5,3,4,5,5,4
2152,0,Mr. Larry Burke,yes,1965.0,Premium,Strategy,4397,1,4,4,4,1,1,1,2,2,3,3,1,2,1
2153,1,Ms. Virginia Ruiz,no,1952.0,Non-Premium,Party,4760,5,4,5,3,4,5,4,4,5,4,4,3,4,4
2154,1,Ms. Hannah Waller,no,1997.0,Premium,Strategy,4556,0,4,0,3,3,0,3,3,5,3,3,3,4,3
2155,1,Mr. Tyler Ramirez,yes,1981.0,Premium,Strategy,3735,4,4,4,4,2,4,3,4,4,5,4,1,4,1
2156,1,Ms. Sara Mckee,yes,2014.0,Non-Premium,Party,5799,4,5,5,5,4,4,4,4,1,1,3,2,2,4
2157,0,Ms. Madison Singh,no,1993.0,Premium,Strategy,5282,2,2,2,2,4,2,4,4,3,3,5,3,5,4
2158,1,Mr. Chris Moss,yes,1973.0,Premium,Thematic,4412,5,1,1,1,5,5,5,5,1,1,3,2,2,5
2159,1,Mr. Samuel White,yes,1973.0,Premium,Strategy,3191,5,5,5,5,3,5,4,4,4,4,4,5,4,4
2160,0,Mr. Luke Oliver,yes,1959.0,Premium,Strategy,5355,3,4,4,4,1,4,4,3,3,2,3,2,3,3
2161,1,Mr. Steven Brown,yes,1982.0,Premium,Strategy,3430,2,2,3,2,3,5,4,4,4,5,4,3,4,5
2162,0,Ms. Kelly Johnson,no,2006.0,Premium,Party,5515,4,2,4,3,3,4,3,3,4,2,3,1,4,3
2163,1,Ms. Marissa Phillips,yes,2003.0,Premium,Strategy,5175,2,2,2,2,2,2,2,2,1,3,3,2,2,2
2164,0,Mr. David Shaw,yes,1983.0,Non-Premium,Party,5046,3,1,3,3,2,3,2,2,3,1,3,3,3,2
2165,0,Mr. Scott Cole,yes,1973.0,Non-Premium,Thematic,2845,3,1,3,4,1,3,1,1,3,4,3,1,3,1
2166,1,Ms. Laurie Kennedy,yes,1973.0,Premium,Thematic,4389,5,1,1,1,5,5,5,4,4,3,1,5,5,5
2167,1,Ms. Allison Patterson,yes,1983.0,Premium,Strategy,3156,3,3,3,3,2,4,1,4,4,4,5,5,4,4
2168,0,Mr. Charles Kline,no,1985.0,Premium,Party,5503,3,0,3,1,5,3,1,5,3,4,1,4,1,5
2169,1,Ms. Michelle Robertson,yes,1992.0,Premium,Strategy,3001,3,3,2,3,5,5,5,1,2,2,5,5,5,5
2170,0,Ms. Nicole Sims,no,1998.0,Premium,Party,4128,3,3,3,3,4,3,1,4,4,4,4,3,5,4
2171,1,Ms. Jennifer Duran,yes,1959.0,Non-Premium,Party,6085,2,2,2,2,3,4,3,3,4,5,4,4,4,3
